2017 NAICS,2017 NAICS TITLE,ISIC,ISIC TITLE,Explanatory Notes
314910,Textile bag and canvas mills,1392,"Manufacture of made-up textile articles, except apparel","Textile bags and canvas products n.e.c., manufacturing"
314910,Textile bag and canvas mills,1512,"Manufacture of luggage, handbags and the like, saddlery and harness","Plastic blanket bags, cut and sewn, manufacturing"
314910,Textile bag and canvas mills,2220,Manufacture of plastics products,"Plastic blanket bags, heat seamed, manufacturing"
314990,All other textile product mills,1311,Preparation and spinning of textile fibres,"Textile waste fibres, processing"
314990,All other textile product mills,1313,Finishing of textiles,"Embroidery, decorative stitching or contract mill menders"
314990,All other textile product mills,1392,"Manufacture of made-up textile articles, except apparel","Textile products cut and sewn n.e.c. (e.g., bath mats and sets, sleeping bags, banners and flags, hammocks)"
314990,All other textile product mills,1393,Manufacture of carpets and rugs,Carpets and rugs made from purchased fabric and carpet and rug binding for the trade
314990,All other textile product mills,1394,"Manufacture of cordage, rope, twine and netting",
314990,All other textile product mills,1399,Manufacture of other textiles n.e.c.,Manufacture of other textiles n.e.c.
314990,All other textile product mills,1410,"Manufacture of wearing apparel, except fur apparel","Textile diapers, manufacturing; embroidering on clothing"
315110,Hosiery and sock mills,1430,Manufacture of knitted and crocheted apparel,"Hosiery and sock, manufacturing"
315190,Other clothing knitting mills,1430,Manufacture of knitted and crocheted apparel,Other garments made in knitting mills
315210,Cut and sew clothing contracting,1410,"Manufacture of wearing apparel, except fur apparel","Cut and sew operations on materials owned by others (e.g., sewing arms to shirt bodies)"
315210,Cut and sew clothing contracting,1420,Manufacture of articles of fur,"Fur clothing, cut and sewn from materials owned by others"
315220,Men's and boys' cut and sew clothing manufacturing,1410,"Manufacture of wearing apparel, except fur apparel",Men's and boys' cut and sew clothing manufacturing
315241,Infants' cut and sew clothing manufacturing,1410,"Manufacture of wearing apparel, except fur apparel","Infants' pants, shirts, skirts, pyjamas, robes, etc., manufacturing"
315249,Women's and girls' cut and sew clothing manufacturing,1410,"Manufacture of wearing apparel, except fur apparel",Women's and girls' cut and sew clothing manufacturing
315281,Fur and leather clothing manufacturing,1410,"Manufacture of wearing apparel, except fur apparel","Leather and sheep-lined clothing, manufacturing"
315281,Fur and leather clothing manufacturing,1420,Manufacture of articles of fur,"Fur clothing, manufacturing"
315289,All other cut and sew clothing manufacturing,1410,"Manufacture of wearing apparel, except fur apparel","Athletic uniforms, costumes, raincoats, etc., manufacturing"
315990,Clothing accessories and other clothing manufacturing,1399,Manufacture of other textiles n.e.c.,"Apparel findings and trimmings, made from purchased fabric"
315990,Clothing accessories and other clothing manufacturing,1410,"Manufacture of wearing apparel, except fur apparel","Neckties, scarves, mufflers, dickeys, headbands, hats, caps, leather gloves and mittens et millinery"
315990,Clothing accessories and other clothing manufacturing,1420,Manufacture of articles of fur,"Fur mittens and gloves, manufacturing"
315990,Clothing accessories and other clothing manufacturing,2219,Manufacture of other rubber products,"Rubber bathing caps, manufacturing"
316110,Leather and hide tanning and finishing,1511,Tanning and dressing of leather; dressing and dyeing of fur,
316210,Footwear manufacturing,1520,Manufacture of footwear,"Footwear (except cut stock), manufacturing"
316990,Other leather and allied product manufacturing,1410,"Manufacture of wearing apparel, except fur apparel","Industrial work accessories (e.g., welder's leather jackets, leggings, sleeves and aprons), manufacturing"
316990,Other leather and allied product manufacturing,1512,"Manufacture of luggage, handbags and the like, saddlery and harness","Luggage, handbags, small articles of leather (e.g., wallets, key cases, coin purses), horse whips, saddlery and harness, manufacturing"
316990,Other leather and allied product manufacturing,1520,Manufacture of footwear,"Footwear cut stock, manufacturing"
321111,Sawmills (except shingle and shake mills),1610,Sawmilling and planing of wood,Manufacturing basic wood products in sawmills
321112,Shingle and shake mills,1622,Manufacture of builders' carpentry and joinery,
321114,Wood preservation,1610,Sawmilling and planing of wood,Wood preservation
321211,Hardwood veneer and plywood mills,1621,Manufacture of veneer sheets and wood-based panels,"Hardwood veneer and plywood, manufacturing"
321212,Softwood veneer and plywood mills,1621,Manufacture of veneer sheets and wood-based panels,"Softwood veneer and plywood, manufacturing"
321215,Structural wood product manufacturing,1621,Manufacture of veneer sheets and wood-based panels,"Laminated veneer lumber (LVL), manufacturing"
321215,Structural wood product manufacturing,1622,Manufacture of builders' carpentry and joinery,"Structural wood members (e.g., glue-laminated arches, I-beams, roof trusses, finger-joined lumber), manufacturing"
321216,Particle board and fibreboard mills,1621,Manufacture of veneer sheets and wood-based panels,"Particle board and fireboard, manufacturing"
321217,Waferboard mills,1621,Manufacture of veneer sheets and wood-based panels,"Waferboard, manufacturing"
321911,Wood window and door manufacturing,1622,Manufacture of builders' carpentry and joinery,"Wood window and door, manufacturing"
321919,Other millwork,1610,Sawmilling and planing of wood,Wood flooring and dimension stock manufacturing; purchased lumber re-sawing
321919,Other millwork,1622,Manufacture of builders' carpentry and joinery,"Millwork, n.e.c. (e.g., baseboards, cornices, porch columns, shutters, wood mouldings), manufacturing"
321919,Other millwork,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Blocks for the manufacture of smoking pipes
321920,Wood container and pallet manufacturing,1623,Manufacture of wooden containers,"Nailed wood boxes and shook; wood pallets and skids; wood cooperage and stock, manufacturing"
321920,Wood container and pallet manufacturing,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Wooden jewellery boxes, manufacturing"
321991,Manufactured (mobile) home manufacturing,1622,Manufacture of builders' carpentry and joinery,"Manufactured (mobile) home, manufacturing"
321992,Prefabricated wood building manufacturing,1622,Manufacture of builders' carpentry and joinery,"Prefabricated wood building, manufacturing"
321999,All other miscellaneous wood product manufacturing,1610,Sawmilling and planing of wood,"Lumber, kiln drying; wood excelsior, wood flour, fuelwood from purchased sawmill waste, manufacturing"
321999,All other miscellaneous wood product manufacturing,1623,Manufacture of wooden containers,"Wood cable reels and cloth winding reels, manufacturing"
321999,All other miscellaneous wood product manufacturing,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Wood products n.e.c. (e.g., prefabricated fencing, handicrafts, ladders, household-type woodenware), manufacturing"
321999,All other miscellaneous wood product manufacturing,2220,Manufacture of plastics products,"Plastic boot and shoe lasts, manufacturing"
321999,All other miscellaneous wood product manufacturing,3100,Manufacture of furniture,"Manufacturing of wood cabinets (e.g. television, radio, sewing machine)"
322111,Mechanical pulp mills,1701,"Manufacture of pulp, paper and paperboard","Mechanical pulp, manufacturing"
322112,Chemical pulp mills,1701,"Manufacture of pulp, paper and paperboard","Chemical pulp, manufacturing"
322121,Paper (except newsprint) mills,1701,"Manufacture of pulp, paper and paperboard",Paper mills (except newsprint)
322121,Paper (except newsprint) mills,1702,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,"Corrugated paper or paperboard or containers made in paper mills, manufacturing"
